"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"6/28/2010","Ballard Loft","Visa Purchase (Non-pin) Ballard Loft Seattle Wa","61.15","debit","Uncategorized","CD","",""
"6/28/2010","Safeway","Visa Purchase (Non-pin) Safeway Store 00shoreline Wa","39.41","debit","Groceries","CD","",""
"6/28/2010","Jiffy Lube","Visa Purchase (Non-pin) Jiffy Lube #1093seattle Wa","63.49","debit","Service & Parts","CD","",""
"6/28/2010","Deposit View","Deposit   view","9789.00","credit","Income","CD","",""
"6/28/2010","Target","Visa (Non-pin) Return Target 00seattle Wa","76.62","credit","Shopping","CD","",""
"6/28/2010","ATM Fee","Atm Fee 062510plusterm5105 Ballard Aveseattle Waus1","2.00","debit","ATM Fee","CD","",""
"6/28/2010","Port of Seattle","Visa Purchase (Non-pin) Port Of Seattle Seattle Wa","3.00","debit","Travel","CD","",""
"6/28/2010","Dollar Rent-A-Car","Visa Purchase (Non-pin) Dollar Rac Den Denver Co","295.13","debit","Rental Car & Taxi","CD","",""
"6/28/2010","Target","Visa Purchase (Non-pin) Target 00seattle Wa","116.99","debit","Shopping","CD","",""
"6/28/2010","Starbucks","Visa Purchase (Non-pin) Starbucks Usa 00seattle Wa","11.55","debit","Coffee Shops","CD","",""
"6/28/2010","Atm Withdrawal 5105 Ballard Aveseattle Waus1","Atm Withdrawal 5105 Ballard Aveseattle Waus1","2.50","debit","null","CD","",""
"6/28/2010","Atm Withdrawal 5105 Ballard Aveseattle Waus1","Atm Withdrawal 5105 Ballard Aveseattle Waus1","20.00","debit","null","CD","",""
"6/25/2010","Loaded Joes","Visa Purchase (Non-pin) Loaded Joe's - Vvail Co","5.00","debit","Food & Dining","Personal","",""
"6/25/2010","Costco","Purchase With Pin Costco Whse #010seattle Wa","134.12","debit","Groceries","Personal","",""
"6/25/2010","Conoco","Visa Purchase (Non-pin) Conoco / Circl10denver Co","48.88","debit","Gas & Fuel","CD","",""
"6/25/2010","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","19.07","credit","Income","CD","",""
"6/25/2010","Red Lion","Visa Purchase (Non-pin) The Red Lion Vail Co","37.00","debit","Restaurants","CD","",""
"6/25/2010","Mickey Bar","Visa Purchase (Non-pin) Mickey's Bar Vail Co","46.19","debit","Alcohol & Bars","CD","",""
"6/25/2010","Sunny Teriyaki","Visa Purchase (Non-pin) Sunny Teriyaki Seattle Wa","17.00","debit","Restaurants","CD","",""
"6/24/2010","ATM Fee","Atm Fee 062410plusterm174 Gore Creek Dvail Cous1","2.00","debit","ATM Fee","CD","",""
"6/24/2010","LA Tour Restaurant","Visa Purchase (Non-pin) La Tour Restauravail Co","105.00","debit","Restaurants","CD","",""
"6/24/2010","Atm Withdrawal 174 Gore Creek Dvail Cous1","Atm Withdrawal 174 Gore Creek Dvail Cous1","4.00","debit","null","CD","",""
"6/24/2010","Atm Withdrawal 174 Gore Creek Dvail Cous1","Atm Withdrawal 174 Gore Creek Dvail Cous1","60.00","debit","null","CD","",""
"6/24/2010","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","38.15","credit","Income","CD","",""
"6/23/2010","Skype","Visa Purchase (Non-pin) Www.skype.com Internet","3.00","debit","Home Phone","CD","",""
"6/22/2010","Pazzos","Visa Purchase (Non-pin) Pazzos Vail Vail Co","34.00","debit","Restaurants","CD","",""
"6/21/2010","Moose Cabovail","Visa Purchase (Non-pin) The Moose's Cabovail Co","52.63","debit","Uncategorized","Personal","",""
"6/21/2010","Vail Resort","Visa Purchase (Non-pin) Vail Resort Wearvail Co","9.70","debit","Music","Personal","",""
"6/21/2010","Electronic Deposit Mars","Electronic Deposit Mars Hill Fellow","73.58","credit","Income","Personal","",""
"6/21/2010","ATM Withdrawal","Atm Withdrawal Gorsuch Ltd Villvail Cous1","100.00","debit","Cash & ATM","Personal","",""
"6/21/2010","Covered Bridge Store","Visa Purchase (Non-pin) Covered Bridge Svail Co","5.91","debit","Gift","Personal","",""
"6/21/2010","Kidsport","Visa Purchase (Non-pin) Kidsport Vail Co","45.53","debit","Clothing","Personal","",""
"6/21/2010","ATM Withdrawal","Atm Withdrawal Gorsuch Ltd Villvail Cous1","100.00","debit","Cash & ATM","Savings","",""
"6/21/2010","Wal-Mart","Visa Purchase (Non-pin) Wal-mart #1199 Avon Co","153.25","debit","Shopping","CD","",""
"6/21/2010","Starbucks","Visa Purchase (Non-pin) Starbucks Cte 30seattle Wa","13.53","debit","Coffee Shops","CD","",""
"6/21/2010","Skype","Visa Purchase (Non-pin) Www.skype.com Internet","25.50","debit","Home Phone","CD","",""
"6/21/2010","Shoeboxed","Visa Purchase (Non-pin) Recur Shoeboxed Inc 704-3404768 Nc","19.95","debit","Printing","CD","",""
"6/18/2010","Non Pin Return","Visa (Non-pin) Return The Pike Place Mseattle Wa","0.98","credit","Income","Personal","",""
"6/18/2010","Non Pin Return","Visa (Non-pin) Return The Pike Place Mseattle Wa","0.98","credit","Income","Personal","",""
"6/18/2010","Non Pin Return","Visa (Non-pin) Return The Pike Place Mseattle Wa","0.98","credit","Income","Personal","",""
"6/18/2010","Non Pin Return","Visa (Non-pin) Return The Pike Place Mseattle Wa","1.00","credit","Income","Personal","",""
"6/18/2010","Check 5557","Check   view-5557","50.00","debit","Check","Personal","",""
"6/18/2010","Safeway","Purchase With Pin Safeway Store West Vail Co","6.94","debit","Groceries","Personal","",""
"6/18/2010","Non Pin Return","Visa (Non-pin) Return The Pike Place Mseattle Wa","1.00","credit","Income","Personal","",""
"6/18/2010","Non Pin Return","Visa (Non-pin) Return The Pike Place Mseattle Wa","1.00","credit","Income","Personal","",""
"6/18/2010","Non Pin Return","Visa (Non-pin) Return The Pike Place Mseattle Wa","1.00","credit","Income","Personal","",""
"6/18/2010","Transfer from Personal Overdraft","Visa (Non-pin) Return The Pike Place Mseattle Wa","2.00","credit","Transfer","Personal","",""
"6/18/2010","Non Pin Return","Visa (Non-pin) Return The Pike Place Mseattle Wa","1.00","credit","Income","Personal","",""
"6/18/2010","Non Pin Return","Visa (Non-pin) Return The Pike Place Mseattle Wa","1.00","credit","Income","Personal","",""
"6/18/2010","Non Pin Return","Visa (Non-pin) Return The Pike Place Mseattle Wa","0.98","credit","Income","Personal","",""
"6/18/2010","Safeway","Purchase With Pin Safeway Store 0vail Co","323.50","debit","Groceries","Personal","",""
"6/18/2010","Non Pin Return","Visa (Non-pin) Return The Pike Place Mseattle Wa","0.50","credit","Income","Personal","",""
"6/18/2010","Alpine Wine & Spirits","Visa Purchase (Non-pin) Alpine Wine & Spvail Co","74.75","debit","Alcohol & Bars","Personal","",""
"6/18/2010","Non Pin Return","Visa (Non-pin) Return The Pike Place Mseattle Wa","0.50","credit","Income","Personal","",""
"6/18/2010","Non Pin Return","Visa (Non-pin) Return The Pike Place Mseattle Wa","1.00","credit","Income","Personal","",""
"6/18/2010","Non Pin Return","Visa (Non-pin) Return The Pike Place Mseattle Wa","1.00","credit","Income","Personal","",""
"6/18/2010","Non Pin Return","Visa (Non-pin) Return The Pike Place Mseattle Wa","1.00","credit","Income","Personal","",""
"6/18/2010","Non Pin Return","Visa (Non-pin) Return The Pike Place Mseattle Wa","0.50","credit","Income","Personal","",""
"6/18/2010","Non Pin Return","Visa (Non-pin) Return The Pike Place Mseattle Wa","0.50","credit","Income","Personal","",""
"6/18/2010","Non Pin Return","Visa (Non-pin) Return The Pike Place Mseattle Wa","0.50","credit","Income","Personal","",""
"6/18/2010","Non Pin Return","Visa (Non-pin) Return The Pike Place Mseattle Wa","0.50","credit","Income","Personal","",""
"6/18/2010","Non Pin Return","Visa (Non-pin) Return The Pike Place Mseattle Wa","0.50","credit","Income","Personal","",""
"6/18/2010","Bastille Cafe","Visa Purchase (Non-pin) Bastille Cafe & Seattle Wa","48.70","debit","Restaurants","CD","",""
"6/18/2010","Fred Meyer","Visa Purchase (Non-pin) Fred-meyer #0608seattle Wa","120.27","debit","Groceries","CD","",""
"6/18/2010","Fred Meyer","Visa Purchase (Non-pin) Fred-meyer #0608seattle Wa","152.16","debit","Groceries","CD","",""
"6/18/2010","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","38.15","credit","Income","CD","",""
"6/17/2010","7-Eleven","Purchase With Pin 7-eleven Silverthorneco","5.36","debit","Fast Food","Personal","",""
"6/17/2010","ATM Deposit","Atm Deposit Us Bank Ballard Seattle Waus1","1039.00","credit","Income","CD","",""
"6/17/2010","Check 5072","Check   view-5072","125.00","debit","Check","CD","",""
"6/17/2010","Sunny Teriyaki","Visa Purchase (Non-pin) Sunny Teriyaki Seattle Wa","16.11","debit","Restaurants","CD","",""
"6/17/2010","Check 1062","Check   view-1062","35.00","debit","Check","CD","",""
"6/17/2010","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","37.56","credit","Income","CD","",""
"6/16/2010","Broadview Brinks Draft","Broadview/brinks Draft 800-445-0872 Tx","36.99","debit","Brinks","Personal CC1","",""
"6/16/2010","McDonald's","Visa Purchase (Non-pin) Mcdonald's F1337seattle Wa","9.76","debit","Fast Food","Personal","",""
"6/16/2010","Check 1093","Check   view-1093","20.00","debit","Check","CD","",""
"6/16/2010","Glaic","Electronic Withdrawal Glaic","18.55","debit","Life Insurance","Personal","",""
"6/16/2010","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","37.56","credit","Income","CD","",""
"6/15/2010","Nordstrom","Visa Purchase (Non-pin) Nordstrom #0010 800-964-1800wa","32.80","debit","Clothing","Personal","",""
"6/15/2010","Love","Purchase With Pin Love Culture Plalynnwood Wa","39.20","debit","Health & Fitness","Personal","",""
"6/15/2010","Safeway","Purchase With Pin Safeway Store Seattle Wa","77.47","debit","Groceries","Personal","",""
"6/15/2010","Old Navy","Purchase With Pin Old Navy Usa Lynnwood Wa","62.96","debit","Clothing","Personal","",""
"6/15/2010","Netflix","Visa Purchase (Non-pin) Recur Nfi*www.netflix.netflix.com Ca","9.84","debit","Movies & DVDs","Personal","",""
"6/15/2010","Reversed ATM Deposit","Reversed Atm Deposit Us Bank Ballard Seattle Wa 1","3183.00","debit","Cash & ATM","CD","",""
"6/15/2010","Check 5069","Check   view-5069","2500.00","debit","Check","CD","",""
"6/15/2010","ATM Deposit","Atm Deposit Us Bank Ballard Seattle Wa 1","3783.00","credit","Income","CD","",""
"6/15/2010","Balance Transfer Interest","BALANCE TRANSFER INTEREST","73.50","debit","Transfer","Chase CARD","",""
"6/15/2010","North Pacific In","Electronic Withdrawal North Pacific In","115.83","debit","Uncategorized","Personal","",""
"6/15/2010","Electronic Deposit Mars","Electronic Deposit Mars Hill Fellow","2029.75","credit","Income","Personal","",""
"6/15/2010","AT&T","Web Authorized Pmt At&t","140.87","debit","Home Phone","CD","",""
"6/14/2010","Interest Charge","Interest Charge","30.81","debit","Finance Charge","CD Credit","",""
"6/14/2010","Transfer to Personal","Reserve Line Advance Fee","2.00","debit","Transfer","Personal Overdraft","",""
"6/14/2010","Transfer to Personal","Reserve Line Advance-debit","200.00","debit","Transfer","Personal Overdraft","",""
"6/14/2010","Goodwill","Purchase With Pin Goodwill Ballardseattle Wa","15.02","debit","Shopping","Personal","",""
"6/14/2010","Th Ave Nw","Purchase With Pin 8340 15th Ave Nwseattle Wa","48.84","debit","Uncategorized","Personal","",""
"6/14/2010","Transfer from Personal Overdraft","Auto Advance From Reserve Line","200.00","credit","Transfer","Personal","",""
"6/14/2010","Costco","Purchase With Pin Costco Whse #010seattle Wa","165.25","debit","Groceries","Personal","",""
"6/14/2010","Ballard Mar","Purchase With Pin The Ballard Mar Seattle Wa","42.34","debit","Uncategorized","Personal","",""
"6/14/2010","Seattle Muni Int","Visa Purchase (Non-pin) Seattle Muni Intseattle Wa","67.00","debit","Uncategorized","Personal","",""
"6/14/2010","Target","Purchase With Pin Target T1284 Seaseattle Wa","6.11","debit","Shopping","Personal","",""
"6/14/2010","ATM Withdrawal","Atm Withdrawal Us Bank Ballard Seattle Waus1","80.00","debit","Cash & ATM","CD","",""
"6/14/2010","ATM Deposit","Atm Deposit Us Bank Ballard Seattle Waus1","3183.00","credit","Income","CD","",""
"6/14/2010","Caffe Keffa","Visa Purchase (Non-pin) Caffe Keffa Seattle Wa","7.03","debit","Restaurants","CD","",""
"6/14/2010","Phad Thai","Visa Purchase (Non-pin) Phad Thai Seattle Wa","19.20","debit","Restaurants","CD","",""
"6/14/2010","Taco Del Mar","Visa Purchase (Non-pin) Taco Del Mar Seaseattle Wa","17.45","debit","Restaurants","CD","",""
"6/14/2010","Target","Visa Purchase (Non-pin) Target 00seattle Wa","193.51","debit","Shopping","CD","",""
"6/14/2010","Analysis Service Charge","Analysis Service Charge","6.00","debit","Bank Fee","CD","",""
"6/14/2010","Transfer to Chase CARD","Electronic Withdrawal Chase","187.00","debit","Credit Card Payment","Personal","",""
"6/14/2010","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","97.81","credit","Income","CD","",""
"6/11/2010","Fogo De Chao","Visa Purchase (Non-pin) Fogo De Chao Balbaltimore Md","70.42","debit","Uncategorized","CD","",""
"6/11/2010","Transfer from Personal","AUTOMATIC PAYMENT - THANK","187.00","credit","Credit Card Payment","Chase CARD","",""
"6/11/2010","Ppdacct","Electronic Withdrawal 100611payment 5xxxxxxxxxxxx0632369 Ppdacct 0","430.46","debit","Uncategorized","CD","",""
"6/11/2010","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","269.29","credit","Income","CD","",""
"6/10/2010","Pike Place M","Visa Purchase (Non-pin) The Pike Place M206-7745246 Wa","1.00","debit","Uncategorized","Personal","",""
"6/10/2010","Pike Place M","Visa Purchase (Non-pin) The Pike Place M206-7745246 Wa","1.00","debit","Uncategorized","Personal","",""
"6/10/2010","Pike Place M","Visa Purchase (Non-pin) The Pike Place M206-7745246 Wa","1.00","debit","Uncategorized","Personal","",""
"6/10/2010","Pike Place M","Visa Purchase (Non-pin) The Pike Place M206-7745246 Wa","1.00","debit","Uncategorized","Personal","",""
"6/10/2010","Pike Place M","Visa Purchase (Non-pin) The Pike Place M206-7745246 Wa","1.00","debit","Uncategorized","Personal","",""
"6/10/2010","Recur Codero Ks","Visa Purchase (Non-pin) Recur Codero 913-8907700 Ks","129.98","debit","Uncategorized","CD","",""
"6/10/2010","Glaic","Electronic Withdrawal Glaic","12.08","debit","Life Insurance","Personal","",""
"6/09/2010","Pike Place M","Visa Purchase (Non-pin) The Pike Place M206-7745246 Wa","1.00","debit","Uncategorized","Personal","",""
"6/09/2010","ATM Fee","Atm Fee 060910plusterm101 President Stbaltimore Mdus1","2.00","debit","ATM Fee","CD","",""
"6/09/2010","Check 5068","Check   view-5068","500.00","debit","Check","CD","",""
"6/09/2010","Perflect Nv","Visa Purchase (Non-pin) Perflect 888-752-3076nv","159.00","debit","Uncategorized","CD","",""
"6/09/2010","Phillips Harborp","Visa Purchase (Non-pin) Phillips Harborpbaltimore Md","12.60","debit","Uncategorized","CD","",""
"6/09/2010","Atm Withdrawal 101 President Stbaltimore Mdus1","Atm Withdrawal 101 President Stbaltimore Mdus1","2.50","debit","null","CD","",""
"6/09/2010","Atm Withdrawal 101 President Stbaltimore Mdus1","Atm Withdrawal 101 President Stbaltimore Mdus1","60.00","debit","null","CD","",""
"6/09/2010","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","38.15","credit","Income","CD","",""
"6/08/2010","Chocolopolis","Purchase With Pin Chocolopolis Seattle Wa","25.56","debit","Uncategorized","Personal","",""
"6/08/2010","Houlihans","Visa Purchase (Non-pin) Houlihan's #155 Baltimore Md","18.09","debit","Restaurants","CD","",""
"6/08/2010","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","19.56","credit","Income","CD","",""
"6/07/2010","Southwest","Southwest5262103972057 Dallas Tx","189.40","debit","Air Travel","CD Credit","",""
"6/07/2010","Southwest","Southwest5262103972055 Dallas Tx","189.40","debit","Air Travel","CD Credit","",""
"6/07/2010","Southwest","Southwest5262103972054 Dallas Tx","189.40","debit","Air Travel","CD Credit","",""
"6/07/2010","Southwest","Southwest5262103972056 Dallas Tx","189.40","debit","Air Travel","CD Credit","",""
"6/07/2010","Transfer from CD","Internet Payment Thank You","100.00","credit","Credit Card Payment","CD Credit","",""
"6/07/2010","Amazon Video","Amazon Video On Demand 866-216-1072 Wa","4.37","debit","Movies & DVDs","Personal CC1","",""
"6/07/2010","Amazon Video","Amazon Video On Demand 866-216-1072 Wa","4.37","debit","Movies & DVDs","Personal CC1","",""
"6/07/2010","American Eagle Outfitters","Purchase With Pin American Eagle Lynnwood Wa","28.35","debit","Clothing","Personal","",""
"6/07/2010","Crate & Barrel","Visa Purchase (Non-pin) Eur*crate&barrel800-967-6696il","39.58","debit","Furnishings","Personal","",""
"6/07/2010","Pike Place M","Visa Purchase (Non-pin) The Pike Place M206-7745246 Wa","1.00","debit","Uncategorized","Personal","",""
"6/07/2010","Pike Place M","Visa Purchase (Non-pin) The Pike Place M206-7745246 Wa","2.00","debit","Uncategorized","Personal","",""
"6/07/2010","Pike Place M","Visa Purchase (Non-pin) The Pike Place M206-7745246 Wa","1.00","debit","Uncategorized","Personal","",""
"6/07/2010","Non Pin Return","Visa (Non-pin) Return Old Navy On-line800-oldnavy Oh","21.90","credit","Income","Personal","",""
"6/07/2010","eFax","Visa Purchase (Non-pin) Recur J2 *efax Plus Se323-817-3205ca","16.95","debit","Printing","CD","",""
"6/07/2010","Phad Thai","Visa Purchase (Non-pin) Phad Thai Seattle Wa","23.94","debit","Restaurants","CD","",""
"6/07/2010","ATM Withdrawal","Atm Withdrawal Us Bank Ballard Seattle Waus1","100.00","debit","Cash & ATM","CD","",""
"6/07/2010","Natalie's","Visa Purchase (Non-pin) Natalie's Java Bseattle Wa","8.94","debit","Restaurants","CD","",""
"6/07/2010","U-Haul","Visa Purchase (Non-pin) U-haul Ctr Ballaseattle Wa","13.93","debit","Home Services","CD","",""
"6/07/2010","ATM Deposit","Atm Deposit Us Bank Ballard Seattle Waus1","1639.00","credit","Income","CD","",""
"6/07/2010","Safeway","Visa Purchase (Non-pin) Safeway Store00seattle Wa","43.66","debit","Groceries","CD","",""
"6/07/2010","Starbucks","Visa Purchase (Non-pin) Starbucks Usa 00seattle Wa","5.12","debit","Coffee Shops","CD","",""
